id,trait,ncase,group_name,year,author,consortium,sex,pmid,population,unit,sample_size,build,ncontrol,category,subcategory,ontology,note,mr,nsnp,doi,coverage,study_design,priority,sd,catalog_row_original,technical_scope_status,technical_scope_reason,eqtl_pattern_outside_scope,ihd_candidate_index,ihd_saved_estimate,ihd_output_status,ihd_outcome_id,ihd_method,ihd_nsnp_or_snp_raw,ihd_instrument_count,ihd_single_instrument_snp,ihd_beta,ihd_se,ihd_p_value,ihd_p_for_bh,ihd_q_bh_m11988,ihd_output_index,ihd_output_file,dd_candidate_index,dd_saved_estimate,dd_output_status,dd_outcome_id,dd_method,dd_nsnp_or_snp_raw,dd_instrument_count,dd_single_instrument_snp,dd_beta,dd_se,dd_p_value,dd_p_for_bh,dd_q_bh_m11988,dd_output_index,dd_output_file,ihd_candidate,dd_candidate,ihd_scheduling_status,dd_scheduling_status,ihd_availability_note,dd_availability_note
finn-b-I9_HEARTFAIL_ALLCAUSE,All-cause Heart Failure,23397,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,194811,Binary,NA,NA,I9_HEARTFAIL_ALLCAUSE,1,16380447,,,,0,,1464,within European-ancestry technical scope,,FALSE,1345,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,2,2,,0.09645330761798,0.235959786668233,0.682708378061703,0.682708378061703,1,1345,IHD/1345.txt,1344,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,24,24,,0.132556061448765,0.040969200843663,0.00121427683218826,0.00121427683218826,0.0667740856159306,1344,DD/1344.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HEARTFAIL_AND_ANTIHYPERT,Heart failure and antihypertensive medication,22113,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,111505,Binary,NA,NA,I9_HEARTFAIL_AND_ANTIHYPERT,1,16379828,,,,0,,1465,within European-ancestry technical scope,,FALSE,1346,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,8,8,,0.242905129790202,0.0755827623664368,0.00131007489148553,0.00131007489148553,0.0278460599275329,1346,IHD/1346.txt,1345,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,46,46,,0.0895734037698448,0.0215123876992721,0.0000312986409540048,0.0000312986409540048,0.00344227621795055,1345,DD/1345.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HEARTFAIL_AND_HYPERTCARDIOM,Heart failure and hypertrophic cardiomyopathy,304,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218236,Binary,NA,NA,I9_HEARTFAIL_AND_HYPERTCARDIOM,1,16380449,,,,0,,1466,within European-ancestry technical scope,,FALSE,1347,TRUE,saved summary estimate,finn-b-I9_IHD,Wald ratio,rs150493778,,rs150493778,0.0215005708116145,0.0104250555324478,0.0391702507433595,0.0391702507433595,0.390851110499423,1347,IHD/1347.txt,1346,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,6,6,,0.00399356186650014,0.00719850807074811,0.579047661361466,0.579047661361466,0.991005877930025,1346,DD/1346.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HEARTFAIL_AND_OVERWEIGHT,Heart failure and bmi 25plus,23701,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,195091,Binary,NA,NA,I9_HEARTFAIL_AND_OVERWEIGHT,1,16380466,,,,0,,1467,within European-ancestry technical scope,,FALSE,1348,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,2,2,,0.101362114089181,0.234365377871488,0.665380879349784,0.665380879349784,1,1348,IHD/1348.txt,1347,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,24,24,,0.133451922567653,0.0409101250474777,0.00110599625864409,0.00110599625864409,0.0622678439263542,1347,DD/1347.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HEARTFAIL_EXNONE,"""""Heart failure,strict"""" (no controls excluded)",13087,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,205705,Binary,NA,NA,I9_HEARTFAIL_EXNONE,1,16380466,,,,0,,1468,within European-ancestry technical scope,,FALSE,1349,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,2,2,,0.326779676912206,0.0921233839376284,0.000389355164522545,0.000389355164522545,0.00946772761114862,1349,IHD/1349.txt,1348,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,23,23,,0.00537846430156003,0.0386827441117711,0.889418222723259,0.889418222723259,1,1348,DD/1348.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HEARTFAIL_NS,"Heart failure, not strict",23701,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,195091,Binary,NA,NA,I9_HEARTFAIL_NS,1,16380466,,,,0,,1469,within European-ancestry technical scope,,FALSE,1350,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,2,2,,0.101362114089181,0.234365377871488,0.665380879349784,0.665380879349784,1,1350,IHD/1350.txt,1349,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,24,24,,0.133451922567653,0.0409101250474777,0.00110599625864409,0.00110599625864409,0.0622678439263542,1349,DD/1349.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HYPERTENSION,Hypertensive diseases,55955,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,162837,Binary,NA,NA,I9_HYPERTENSION,1,16380466,,,,0,,1470,within European-ancestry technical scope,,FALSE,1351,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,63,63,,0.3169938838182,0.0501177299546819,0.000000000253257391884292,0.000000000253257391884292,0.0000000170564585051061,1351,IHD/1351.txt,1350,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,195,195,,0.0697271799870738,0.0162377611974651,0.0000175373731473128,0.0000175373731473128,0.00216740236381429,1350,DD/1350.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HYPERTROCARDMYOP,Hypertrophic cardiomyopathy,556,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218236,Binary,NA,NA,I9_HYPERTROCARDMYOP,1,16380466,,,,0,,1471,within European-ancestry technical scope,,FALSE,1352,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,4,4,,0.00903522671862569,0.00542705791415117,0.0959430772740302,0.0959430772740302,0.62339599477565,1352,IHD/1352.txt,1351,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,17,17,,-0.00262304894854189,0.00450524149169285,0.560417420087188,0.560417420087188,0.988447634983395,1351,DD/1351.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HYPOTE,Hypotension,1857,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,216463,Binary,NA,NA,I9_HYPOTE,1,16380465,,,,0,,1472,within European-ancestry technical scope,,FALSE,1353,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1352,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,10,10,,0.0241486868665157,0.0201572308356768,0.23091075322035,0.23091075322035,0.880219005495578,1352,DD/1352.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_HYPOTE_EXNONE,Hypotension (no controls excluded),1857,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,216935,Binary,NA,NA,I9_HYPOTE_EXNONE,1,16380466,,,,0,,1473,within European-ancestry technical scope,,FALSE,1354,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1353,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,10,10,,0.0236932117052163,0.0201491226685676,0.239637648295275,0.239637648295275,0.88533094439684,1353,DD/1353.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_HYPTENS,Hypertension,55917,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,162837,Binary,NA,NA,I9_HYPTENS,1,16380466,,,,0,,1474,within European-ancestry technical scope,,FALSE,1355,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,62,62,,0.31388030412005,0.0506276563272929,0.000000000565423328486918,0.000000000565423328486918,0.0000000366394316859523,1355,IHD/1355.txt,1354,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,196,196,,0.07008632811179,0.0163462254668677,0.0000180601434161851,0.0000180601434161851,0.0022068363836332,1354,DD/1354.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HYPTENS_EXNONE,Hypertension (no controls excluded),55917,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,162875,Binary,NA,NA,I9_HYPTENS_EXNONE,1,16380466,,,,0,,1475,within European-ancestry technical scope,,FALSE,1369,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,62,62,,0.305703159120583,0.0500765031880046,0.00000000102979398294216,0.00000000102979398294216,0.0000000640420795871355,1369,IHD/1369.txt,1368,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,199,199,,0.0726143954958006,0.0163974871056009,0.00000949410611488238,0.00000949410611488238,0.00127882409106977,1368,DD/1368.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HYPTENSEC,Secondary hypertension,1310,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,162837,Binary,NA,NA,I9_HYPTENSEC,1,16380172,,,,0,,1476,within European-ancestry technical scope,,FALSE,1356,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,2,2,,0.126251159190814,0.0276960367620554,0.00000515311084868135,0.00000515311084868135,0.000173526665320202,1356,IHD/1356.txt,1355,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,8,8,,0.00168191942453048,0.023983249232266,0.944091046613674,0.944091046613674,1,1355,DD/1355.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HYPTENSEC_EXNONE,Secondary hypertension (no controls excluded),1310,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217482,Binary,NA,NA,I9_HYPTENSEC_EXNONE,1,16380466,,,,0,,1477,within European-ancestry technical scope,,FALSE,1357,TRUE,saved summary estimate,finn-b-I9_IHD,Wald ratio,rs34434863,,rs34434863,0.0615982241953385,0.0413429522752497,0.136241883584916,0.136241883584916,0.7893995652083,1357,IHD/1357.txt,1356,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,8,8,,-0.0156208026696965,0.0199664671474322,0.434007818154716,0.434007818154716,0.961679697188335,1356,DD/1356.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HYPTENSESS,"Hypertension, essential",42857,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,162837,Binary,NA,NA,I9_HYPTENSESS,1,16380443,,,,0,,1478,within European-ancestry technical scope,,FALSE,1358,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,40,40,,0.337144915388983,0.0454240256177143,0.000000000000115215352358389,0.000000000000115215352358389,0.0000000000114148896204328,1358,IHD/1358.txt,1357,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,140,140,,0.0838333726275593,0.0168043687114246,0.000000607604086246845,0.000000607604086246845,0.000112060889014264,1357,DD/1357.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HYPTENSESS_EXNONE,"""""Hypertension, essential"""" (no controls excluded)",42857,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,175935,Binary,NA,NA,I9_HYPTENSESS_EXNONE,1,16380466,,,,0,,1479,within European-ancestry technical scope,,FALSE,1359,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,26,26,,0.380506908950438,0.0678752856295808,0.0000000207090178072302,0.0000000207090178072302,0.00000105642427860883,1359,IHD/1359.txt,1358,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,116,116,,0.104083982024001,0.0199887557696602,0.000000191787242310846,0.000000191787242310846,0.000038319091013707,1358,DD/1358.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HYPTENSHD,Hypertensive Heart Disease,3938,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,162837,Binary,NA,NA,I9_HYPTENSHD,1,16380199,,,,0,,1480,within European-ancestry technical scope,,FALSE,1360,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,2,2,,0.0853078146041354,0.0520393522008705,0.101151977905619,0.101151977905619,0.647971437289822,1360,IHD/1360.txt,1359,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,27,27,,0.020938447379512,0.0187236790595809,0.263444426035435,0.263444426035435,0.900320835971369,1359,DD/1359.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HYPTENSHD_EXNONE,Hypertensive Heart Disease (no controls excluded),3938,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,214854,Binary,NA,NA,I9_HYPTENSHD_EXNONE,1,16380466,,,,0,,1481,within European-ancestry technical scope,,FALSE,1361,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1360,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,19,19,,0.0209460493973997,0.0274382010646209,0.445230818335401,0.445230818335401,0.965024026042094,1360,DD/1360.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_HYPTENSHR,Hypertensive heart and/or renal disease,4363,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,162837,Binary,NA,NA,I9_HYPTENSHR,1,16380199,,,,0,,1482,within European-ancestry technical scope,,FALSE,1362,TRUE,saved summary estimate,finn-b-I9_IHD,Wald ratio,rs880315,,rs880315,0.0968790637191157,0.0728218465539662,0.183400628020287,0.183400628020287,0.971086399550601,1362,IHD/1362.txt,1361,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,23,23,,0.0357940134378584,0.0259533013740691,0.167842359837298,0.167842359837298,0.814534735393393,1361,DD/1361.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HYPTENSHR_EXNONE,Hypertensive heart and/or renal disease (no controls excluded),4363,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,214429,Binary,NA,NA,I9_HYPTENSHR_EXNONE,1,16380466,,,,0,,1483,within European-ancestry technical scope,,FALSE,1363,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1362,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,21,21,,0.0140146453900052,0.0274537914028573,0.609714356496769,0.609714356496769,0.992761472210173,1362,DD/1362.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_HYPTENSPREG,"Hypertension complicating pregnancy, childbirth, and the puerperium",7686,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,115893,Binary,NA,NA,I9_HYPTENSPREG,1,16379784,,,,0,,1484,within European-ancestry technical scope,,FALSE,1364,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,5,5,,0.2292364125398,0.108859642344179,0.0352219063126611,0.0352219063126611,0.368930191639568,1364,IHD/1364.txt,1363,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,32,32,,0.0381380974803969,0.0210407673988966,0.0698964538298155,0.0698964538298155,0.640474786860131,1363,DD/1363.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_HYPTENSPUL,"Hypertension, Pulmonary Arterial",125,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,162837,Binary,NA,NA,I9_HYPTENSPUL,1,16380163,,,,0,,1485,within European-ancestry technical scope,,FALSE,1365,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1364,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,6,6,,-0.00474399237081914,0.00666284315981515,0.476460311137117,0.476460311137117,0.969980218379725,1364,DD/1364.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_HYPTENSPUL_EXNONE,"""""Hypertension, Pulmonary Arterial"""" (no controls excluded)",125,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218667,Binary,NA,NA,I9_HYPTENSPUL_EXNONE,1,16380466,,,,0,,1486,within European-ancestry technical scope,,FALSE,1366,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1365,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,5,5,,-0.0068114085792657,0.00758195127447026,0.368987550687197,0.368987550687197,0.944879635417881,1365,DD/1365.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_HYPTENSRD,Hypertensive Renal Disease,468,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,162837,Binary,NA,NA,I9_HYPTENSRD,1,16380163,,,,0,,1487,within European-ancestry technical scope,,FALSE,1367,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1366,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,8,8,,0.00924417844356792,0.0148574072749472,0.533814807305444,0.533814807305444,0.984391327106808,1366,DD/1366.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_HYPTENSRD_EXNONE,Hypertensive Renal Disease (no controls excluded),468,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218324,Binary,NA,NA,I9_HYPTENSRD_EXNONE,1,16380466,,,,0,,1488,within European-ancestry technical scope,,FALSE,1368,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1367,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,8,8,,0.00866572225070379,0.0152186392599455,0.569074505058328,0.569074505058328,0.989893614695284,1367,DD/1367.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_ICH,Intracerebral haemmorrhage,1687,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,201146,Binary,NA,NA,I9_ICH,1,16380393,,,,0,,1489,within European-ancestry technical scope,,FALSE,1370,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1369,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,5,5,,-0.0192655812611881,0.0270997193470336,0.477137269656347,0.477137269656347,0.969980218379725,1369,DD/1369.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_ICH_EXNONE,Intracerebral haemmorrhage (no controls excluded),1687,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217105,Binary,NA,NA,I9_ICH_EXNONE,1,16380466,,,,0,,1490,within European-ancestry technical scope,,FALSE,1371,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1370,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,5,5,,-0.0183607540216327,0.0267754583498439,0.492882938391078,0.492882938391078,0.973593464870968,1370,DD/1370.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_IHD,"Ischaemic heart disease, wide definition",31640,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,187152,Binary,NA,NA,I9_IHD,1,16380466,,,,0,,1491,within European-ancestry technical scope,,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,1371,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,71,71,,0.0108621831035088,0.0199982499892388,0.587021929087047,0.587021929087047,0.991005877930025,1371,DD/1371.txt,FALSE,TRUE,not scheduled: target outcome dataset itself,scheduled as exposure,,
finn-b-I9_INTRACRA,Nontraumatic intracranial haemmorrhage,2794,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,203068,Binary,NA,NA,I9_INTRACRA,1,16380408,,,,0,,1492,within European-ancestry technical scope,,FALSE,1372,TRUE,saved summary estimate,finn-b-I9_IHD,Wald ratio,rs13227082,,rs13227082,-0.0159846547314578,0.0722506393861893,0.824906392167609,0.824906392167609,1,1372,IHD/1372.txt,1372,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,14,14,,-0.0245563820140402,0.0215363847840373,0.254191459248179,0.254191459248179,0.898258726766503,1372,DD/1372.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_INTRACRA_EXNONE,Nontraumatic intracranial haemmorrhage (no controls excluded),2794,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,215998,Binary,NA,NA,I9_INTRACRA_EXNONE,1,16380466,,,,0,,1493,within European-ancestry technical scope,,FALSE,1373,TRUE,saved summary estimate,finn-b-I9_IHD,Wald ratio,rs13227082,,rs13227082,-0.015802781289507,0.0714285714285714,0.824906392167609,0.824906392167609,1,1373,IHD/1373.txt,1373,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,13,13,,-0.0356911400002858,0.0225257128248472,0.11308858208477,0.11308858208477,0.744075698151604,1373,DD/1373.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_ISCHHEART,Ischemic heart diseases,30952,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,187840,Binary,NA,NA,I9_ISCHHEART,1,16380466,,,,0,,1494,within European-ancestry technical scope,,FALSE,1374,TRUE,saved summary estimate,finn-b-I9_IHD,Inverse variance weighted,27,27,,0.996730394087291,0.0256216240892234,0,0,0,1374,IHD/1374.txt,1374,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,74,74,,0.0191973063156431,0.0191507499632172,0.316135454022934,0.316135454022934,0.922646891175822,1374,DD/1374.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_K_CARDIAC,Death due to cardiac causes,7563,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,211229,Binary,NA,NA,I9_K_CARDIAC,1,16380466,,,,0,,1495,within European-ancestry technical scope,,FALSE,1375,TRUE,saved summary estimate,finn-b-I9_IHD,Wald ratio,rs357904,,rs357904,0.279700115340254,0.107843137254902,0.00949816411330254,0.00949816411330254,0.146921279213253,1375,IHD/1375.txt,1375,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,13,13,,-0.00629286924473571,0.0331706459030642,0.849534824757171,0.849534824757171,1,1375,DD/1375.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,,
finn-b-I9_LBBB,Left bundle-branch block,775,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,156711,Binary,NA,NA,I9_LBBB,1,16380167,,,,0,,1496,within European-ancestry technical scope,,FALSE,1376,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1376,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,11,11,,0.00463953179523385,0.0163753465397434,0.776928335675163,0.776928335675163,1,1376,DD/1376.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_LBBB_EXNONE,Left bundle-branch block (no controls excluded),775,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218017,Binary,NA,NA,I9_LBBB_EXNONE,1,16380466,,,,0,,1497,within European-ancestry technical scope,,FALSE,1377,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1377,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,13,13,,0.000328587204099569,0.0147454041658276,0.98222137845037,0.98222137845037,1,1377,DD/1377.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_LYMPHADE,Nonspesific lymphadenitis,1009,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,190028,Binary,NA,NA,I9_LYMPHADE,1,16380396,,,,0,,1498,within European-ancestry technical scope,,FALSE,1378,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1378,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,7,7,,0.00381708796546233,0.0189255091833942,0.84015899741617,0.84015899741617,1,1378,DD/1378.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_LYMPHADE_EXNONE,Nonspesific lymphadenitis (no controls excluded),1009,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,217783,Binary,NA,NA,I9_LYMPHADE_EXNONE,1,16380466,,,,0,,1499,within European-ancestry technical scope,,FALSE,1379,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1379,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,6,6,,-0.0026083790528764,0.0203082069456161,0.897801052464427,0.897801052464427,1,1379,DD/1379.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_LYMPHOTH,Other noninfective disordersof lymphatic vessels and lymph nodes,399,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,190028,Binary,NA,NA,I9_LYMPHOTH,1,16380396,,,,0,,1500,within European-ancestry technical scope,,FALSE,1380,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1380,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,11,11,,0.00102711748994067,0.00923074741466699,0.911401193993088,0.911401193993088,1,1380,DD/1380.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
finn-b-I9_LYMPHOTH_EXNONE,Other noninfective disordersof lymphatic vessels and lymph nodes (no controls excluded),399,public,2021,NA,NA,Males and Females,,European,NA,,HG19/GRCh37,218393,Binary,NA,NA,I9_LYMPHOTH_EXNONE,1,16380466,,,,0,,1501,within European-ancestry technical scope,,FALSE,1381,FALSE,no saved estimate; exact reason not recorded,,,,,,,,,1,1,,,1381,TRUE,saved summary estimate,finn-b-F5_DEPRESSIO,Inverse variance weighted,11,11,,-0.00179521394567738,0.00871124672560657,0.836728401380564,0.836728401380564,1,1381,DD/1381.txt,TRUE,TRUE,scheduled as exposure,scheduled as exposure,no saved estimate; exact reason not recorded,
