exposure,outcome,id.exposure,id.outcome,samplesize,SNP,b,se,p
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs10038382,-0.31166518254675,1.15761353517364,0.787752103714477
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1462043,4.31521739130435,1.31521739130435,0.00103442775188966
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs147323855,-1.82923673997413,1.84217335058215,0.320720905810024
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1505676,-0.0984009840098401,1.46371463714637,0.946401077816951
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1521328,0.446871896722939,1.56901688182721,0.775789613517364
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs152603,-0.0686947988223749,1.24631992149166,0.956044368193987
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1544,-0.0652173913043478,1.43478260869565,0.963745004895627
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1558727,1.9176800748363,1.05706267539757,0.0696532053662646
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1566085,0.267477203647416,0.668693009118541,0.689156516779352
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1569092,0.12174875484228,0.940785832872164,0.897031839071741
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1582173,0.0504625735912532,1.09335576114382,0.963187628676865
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1584469,0.644666155026861,0.882578664620107,0.465124463815888
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1592757,-2.90909090909091,1.11004784688995,0.00877521051040782
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1595973,-0.578842315369261,1.12774451097804,0.607759433351748
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1620977,0.0391006842619746,0.610948191593353,0.94897022680939
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs165633,-1.33130081300813,1.15853658536585,0.250505345219195
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1662233,-2.31497418244406,1.28227194492255,0.0710169388578989
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1671770,-0.730253353204173,1.14008941877794,0.521832721878963
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs16846463,-1.05496453900709,0.913120567375887,0.247951301266656
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs16854920,1.3604766633565,1.21151936444886,0.261458382255516
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1689510,-0.618966496308915,0.67007382169222,0.35562752641097
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1693584,0.557894736842105,1.22105263157895,0.647745402629722
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs16995054,-0.58273381294964,1.02877697841727,0.571099081971734
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17014806,2.55794701986755,1.58940397350993,0.107534368415866
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17048855,0.380067567567568,0.945945945945946,0.687841736597401
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17104413,-2.4749498997996,1.19238476953908,0.0379281612629803
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17110109,1.3782991202346,1.08504398826979,0.203988374325891
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17115183,0.30751708428246,1.27562642369021,0.809499756514064
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17126938,0.201822916666667,1.27604166666667,0.874328149393621
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17144467,0.735294117647059,1.41402714932127,0.603063575093933
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17243165,5.33500837520938,1.9179229480737,0.00540817669474309
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1738050,-1.18663594470046,1.34792626728111,0.378674131279743
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17425572,1.43790849673203,0.906862745098039,0.11283334819695
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17489649,-1.05035971223022,0.863309352517986,0.223731066451697
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs175325,-1.57760814249364,0.949957591178965,0.0967708428904493
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17536059,-1.65254237288136,1.49152542372881,0.26788144699197
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17551064,0.267916945746818,1.01808439383791,0.7924288824046
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17563464,0.55517941773866,1.0832769126608,0.60830112030576
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17565975,-0.341506129597198,0.96322241681261,0.722930145576965
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs17598675,-0.375312760633862,0.934111759799833,0.687841736597401
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs176218,-0.876261285183218,0.674455655868295,0.193870979112315
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1827540,-0.943396226415094,1.05660377358491,0.371933680494178
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1866823,-0.971258671952428,1.12983151635282,0.389982487998485
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1882273,-0.617384240454915,0.958570268074736,0.519531471756493
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs192436652,-0.443237060337432,0.7377752359165,0.547989728387823
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1925576,-0.290872617853561,1.11334002006018,0.793891038371293
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1934363,-1.31351869606903,1.40939597315436,0.351350588138539
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1938391,0.461165048543689,1.78398058252427,0.796018424208415
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1947114,1.44724556489262,1.11111111111111,0.192738341086786
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1964927,-1.84820801124385,0.794096978215039,0.0199421976870375
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs1981627,-0.256959314775161,1.23126338329764,0.834685834473228
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs200234,1.78832116788321,1.25,0.152528561496136
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2016392,1.89300411522634,1.02880658436214,0.0657682373183278
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2041120,-1.16135662898253,1.21274409044193,0.338250819399171
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2043294,1.16379310344828,1.47413793103448,0.429835204622545
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2052285,0.739091718610864,0.997328584149599,0.45865013221813
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2067854,0.0947867298578199,0.846310088016249,0.910823406571469
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2163048,-1.5970515970516,1.41277641277641,0.258293064655504
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2179152,-0.920962199312715,0.81786941580756,0.260144178251715
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2182505,-0.524861878453039,1.30755064456722,0.688119428610317
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2212430,-0.657370517928287,1.11553784860558,0.555669626385654
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2221929,-1.58659217877095,1.25139664804469,0.204848971310736
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2242523,1.575682382134,1.37717121588089,0.252563862926947
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs225291,0.390041493775934,1.16182572614108,0.737086332003022
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2256965,-4.90248226950355,1.05496453900709,3.36701176513894e-06
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2274568,-2.26725082146769,1.23767798466594,0.0669725187007343
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2283076,-2.6159230096238,1.33858267716535,0.0506718519530259
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2287838,1.05902777777778,0.963541666666667,0.271724842844081
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2295654,2.31644260599793,1.25129265770424,0.0641350811217935
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2297293,-0.420454545454546,1.29545454545455,0.745513042563426
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2302761,-1.04135893648449,1.06351550960118,0.327497635771995
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2347526,-0.301075268817204,0.888888888888889,0.73482844964315
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs242093,-1.40640155189137,1.08632395732299,0.195443460803441
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2422858,2.06896551724138,1.39080459770115,0.13685554112824
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2447535,-0.245554614733277,0.948348856900932,0.795690352926244
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2469226,-2.18415417558887,1.46680942184154,0.136473914490424
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2506141,-0.653983353151011,1.30796670630202,0.617075077451974
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2520122,-0.875634517766498,1.39593908629442,0.53048047751654
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2554835,-0.595482546201232,1.13963039014374,0.601306569127729
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2570497,1.59772911597729,0.932684509326845,0.086704541140977
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs269636,0.175644028103045,1.34660421545667,0.896222449100445
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2725370,-2.34375,0.8203125,0.00427473396017257
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2728741,-0.69672131147541,1.30122950819672,0.592350426990568
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs277828,0.164986251145738,1.34738771769019,0.90254345021781
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2799448,-1.14014251781473,1.31828978622328,0.387112963987488
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2819336,1.01750547045952,0.62363238512035,0.102768216190316
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2820314,-1.08181818181818,1.1,0.325375644762652
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs28373063,-1.36069114470842,1.2455003599712,0.274619738808454
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs28513670,-0.737982396750169,0.859851049424509,0.390744651529133
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs28703682,0.60849598163031,1.30884041331803,0.641994275650089
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2885198,-0.819512195121951,1.07317073170732,0.445083972938247
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2901616,-1.33900106269926,1.16896918172157,0.252020914350514
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2903739,-1.07260726072607,1.3036303630363,0.410630376179832
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2905426,0.838958534233365,1.18611378977821,0.479369457910652
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2923431,-1.28947368421053,1,0.197233459347633
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2929032,-1.06842737094838,1.34453781512605,0.426821280931496
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2971970,-1.43893591293833,0.900846432889964,0.110195411649858
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs2998315,-0.197005516154452,0.874704491725768,0.821804066636759
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs3013014,-0.478515625,1.103515625,0.664558367190695
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs301800,-0.263852242744063,0.969656992084433,0.785538329867115
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs3026996,-0.88484059856864,0.865322055953156,0.306517637408287
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs307913,0.142729705619982,1.57894736842105,0.927972948247591
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs3127447,0.450771055753262,1.31672597864769,0.732093273883157
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs31940,-0.452196382428941,1.14987080103359,0.694128620182635
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs319,-0.658307210031348,1.24346917450366,0.596519838726618
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs324300,-0.846905537459283,1.21606948968513,0.486160475240444
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs337637,2.25289403383793,1.00623330365094,0.0251599470795477
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs338119,2.17787913340935,1.26567844925884,0.0853015145039194
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs34316,0.600198412698413,0.555555555555556,0.279983172635236
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs34363861,-0.264976958525346,1.29032258064516,0.837293101699964
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs34485537,0.558139534883721,1.03255813953488,0.588824310631658
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs34853711,-1.8796992481203,0.946115288220551,0.0469495572706374
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs35039375,-1.56328794755421,1.03378719112456,0.130484231627823
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs35309068,-0.711582134746404,0.840272520817563,0.397080492530739
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs35316276,-0.332480818414322,1.0230179028133,0.745181071693432
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs35417702,-0.754325259515571,0.761245674740485,0.321729972886035
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs35475880,0.0727994705493051,0.807412309728657,0.928156943715331
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs35532491,-1.22072745391131,1.51968111609367,0.421813672947979
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs35550545,-0.957528957528958,1.3050193050193,0.463114645266025
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs36083520,-2.46163290362185,0.96378146101903,0.0106450406406109
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs36119825,1.26058325493885,1.03480714957667,0.223154887366949
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs363096,-1.37197358767425,0.836390315480558,0.100932232781667
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs3747631,0.289986406887177,0.598096964204803,0.627783826989789
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs3766979,-0.0666666666666667,1.32222222222222,0.959787565031603
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs3788556,-1.01933216168717,0.992970123022847,0.304633033577522
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs3800546,-0.346576500422654,1.02282333051564,0.734728024804418
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs3809634,-0.056710775047259,1.18147448015123,0.961716242608477
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs382196,-0.129032258064516,1.23655913978495,0.916893325309219
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs3890802,-0.564872021182701,1.16504854368932,0.627783826989789
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs3897821,1.1051930758988,0.798934753661784,0.166562681737386
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs406413,-0.0648967551622419,0.79646017699115,0.935059051540926
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4068854,-0.914709517923362,1.35970333745365,0.501120813583309
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4073894,-0.0590551181102362,0.898950131233596,0.947621902693068
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4273712,-2.14983713355049,1.34636264929425,0.110316050379651
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4328757,-1.11527647610122,1.04029990627929,0.283687661732889
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4333644,0.532043530834341,1.34220072551391,0.691812624093816
Years of schooling || id:ieu-a-1239,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ieu-a-1239,finn-b-I9_IHD,,rs4352658,0.202830188679245,0.858490566037736,0.813228024694199
