exposure,outcome,id.exposure,id.outcome,samplesize,SNP,b,se,p
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs10002845,1.93628762595179,1.24475633096901,0.119813814205544
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs75757930,-1.544966100409,1.9898335712857,0.437495249547122
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs75845683,-1.40382989614761,1.16339494155879,0.227560541134851
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs75849206,1.07388474127469,1.42694273840609,0.4517039509449
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs7591837,-1.80241795603335,1.357986131258,0.184418482119343
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs7632921,1.33729874796833,1.2687193249956,0.291858170073514
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs7640236,2.06224055324936,1.2533444741731,0.0998893958246367
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs7723805,-0.649101080411667,1.46047743092625,0.65672128656377
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs7797308,3.29380363825528,1.4220480652246,0.0205452056184535
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs783544,-0.457695420341233,1.34187975509134,0.733039388892952
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs7911909,1.3365617433414,1.35593220338983,0.324273337230987
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs79436061,2.91328561234174,1.05569819538141,0.00578753815429705
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs79796766,0.699922716866679,0.823867364645154,0.39557113682904
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs8000179,2.18771242296964,1.27244498070683,0.08556007925945
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs8034783,1.90437218672291,1.40860587365041,0.176389612971697
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs803730,-0.145261215981639,1.45261215981639,0.920344325445942
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs809955,2.07626281671425,1.27942681678608,0.104630665137023
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs894451,-0.216771707277909,2.23194572678736,0.92262927002403
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs9295128,-0.00468935376015831,1.19812988572045,0.996877172118463
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs9546906,0.507368982989903,1.27945221797454,0.691698058199647
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs9564791,1.74746877412172,1.26141785681634,0.165954304377493
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs9569055,1.24582056861624,1.31701031539431,0.344176157124169
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs9844972,0.234189362091025,1.37086455858161,0.864354818120881
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,rs9913247,-0.507448278629229,1.30992462622894,0.69846943971446
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,All - Inverse variance weighted,0.496209438219024,0.109061562476887,5.36942579051918e-06
Number of treatments/medications taken || id:ukb-b-3656,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-3656,finn-b-F5_DEPRESSIO,,All - MR Egger,0.673194769968077,0.34106364629859,0.0501925285862132
