exposure,outcome,id.exposure,id.outcome,samplesize,SNP,b,se,p,outcome_code
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs10050620,0.253321146397504,0.0484084888632331,1.66789612109024e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12364470,0.247202065445087,0.0482594633967895,3.01744381985814e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12369705,0.253817580446761,0.0483587996127168,1.53232183810481e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12427047,0.252090130439801,0.0484747367929636,1.98813537831956e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12439200,0.253978047574311,0.0483977708354345,1.53991418553224e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12458983,0.252721848312654,0.0484058610752188,1.78061867377678e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12475388,0.251924598828777,0.0484402899195715,1.9851325637292e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12477385,0.253778020748011,0.048416962903758,1.59267389081811e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12479428,0.250206381466485,0.0483552876976897,2.28726058118941e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12517187,0.251659107888416,0.0484399132398802,2.04407508934193e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12531780,0.252370594409257,0.0484196267803338,1.86659597490661e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12540060,0.24955336978773,0.048318857738969,2.40799139179564e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1263629,0.249597060796953,0.048345748953815,2.43346826924602e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1266876,0.253298724275942,0.0484224526022677,1.68579033223417e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12679106,0.250304906492624,0.0484844042356025,2.4356141596466e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12680342,0.250852518171676,0.0484324133107839,2.22559397643709e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12681205,0.252415116979364,0.0484270314954421,1.86536433955111e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12681792,0.249764549178194,0.0483950004284675,2.45689720397703e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12705982,0.250875119698174,0.0484213691095866,2.20601605062276e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12784071,0.249377146986479,0.0482666608331023,2.38321566676316e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1286058,0.25166927680441,0.0484248866738902,2.02414781169726e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12877270,0.25001782927031,0.0484000164205215,2.39597254013785e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12878084,0.251690805095312,0.0484263063863891,2.02096980920951e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12881629,0.251755060012736,0.0484421746702837,2.02506123826069e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12885458,0.250027902648514,0.0484283099733258,2.43223335182822e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12890931,0.250141123268739,0.0484170440851804,2.38664062774397e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12921077,0.253303556152697,0.0484038038020639,1.66660484306366e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12926250,0.251815212574613,0.0484224709874866,1.98882309807265e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12960971,0.248663122946259,0.048317586909613,2.65489176122286e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1296328,0.254997462039865,0.0484087635927169,1.38227284379213e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs12986231,0.251812380725521,0.0484506467982673,2.02207622734978e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13033310,0.251831756997445,0.0484304285036026,1.99431843266836e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13041173,0.250189255720386,0.048398709988538,2.3492558455771e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13043475,0.252922035277436,0.0484855329105779,1.82391331676971e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13044335,0.252224721830738,0.0484373541161224,1.91674514802009e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13065044,0.249449702397496,0.0483534820098016,2.48434453548089e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13097918,0.251611854261409,0.04843813552245,2.05271700917814e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13107325,0.253439419975603,0.048360734039768,1.60052503491083e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13172524,0.253089145783889,0.0484009414542427,1.70417503128355e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13172600,0.252424082510252,0.0484214908966469,1.85751917744638e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13204214,0.252905194253806,0.0484118249866702,1.75063202688018e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13218383,0.25190101636255,0.0484487350002188,2.00006936147725e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1327259,0.251016913668078,0.048433270871941,2.18653047289373e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13292699,0.250072525736341,0.0485000847266967,2.52111897472874e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1330199,0.250476971520845,0.0484033532573789,2.28172938273315e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13333747,0.251861541001506,0.048463322539046,2.02583094098373e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13389219,0.255978507102288,0.0482645704323612,1.13508327268532e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13410783,0.252700082083024,0.0484539156156543,1.83553162971279e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs13427822,0.250295652805524,0.0484306119249424,2.36449018313169e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1360201,0.250663292307074,0.0484123191528246,2.24667229016962e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1383723,0.248964773740935,0.0482874573189847,2.52430301777968e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs140733155,0.255100150844619,0.0484028218563045,1.36158672372051e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs143121872,0.251207439476733,0.0484028561519066,2.10373052440148e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1436348,0.250693119168785,0.0484450484772175,2.28163256348046e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1441264,0.255256409906671,0.0483758200098033,1.31653794947043e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1446585,0.249339865790144,0.0483966606379654,2.57715362148045e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1452385,0.249541501515901,0.048300151953463,2.3855078084632e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1471093,0.253033043001888,0.0484296676646067,1.74387901348227e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1476365,0.251961906610509,0.0484308721191605,1.96618925914993e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1477290,0.250843512735375,0.0484958621407849,2.31016521766104e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs147730268,0.254292966731453,0.0484858066126706,1.56546332709469e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1480474,0.251550885182305,0.0484284515984861,2.05514832841255e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1481012,0.254094291470456,0.0483037793967588,1.43789460626085e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs148259564,0.252005093565953,0.0484322872227049,1.95837600428318e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs148636479,0.251269121007476,0.0483951485908693,2.08012143160201e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs149990157,0.252203070469814,0.0484371718435494,1.92116337660477e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1502317,0.256939686756098,0.0482981646172337,1.03844618635907e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1503526,0.250870390443374,0.0484431191969934,2.23486668157743e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs150379976,0.253754607191094,0.0483379907659812,1.52438550422554e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1505112,0.251514315179475,0.0484251833006605,2.05962226688716e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1510593,0.251510005910148,0.0484248989525162,2.06026979156725e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1512065,0.251058108602055,0.0484246728189469,2.16585729920045e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1524271,0.25256631952485,0.0484236385446068,1.83060131663777e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1532460,0.253452642084207,0.0483870264955427,1.62300671886019e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs154602,0.251299232669424,0.0484160547929311,2.0983018359642e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1554654,0.250278927363853,0.0484336075458085,2.37291549141222e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1568489,0.24670771933996,0.0482570193968489,3.18142578442022e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs156914,0.251803252999333,0.048424443445234,1.99373854699156e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1619442,0.25343650765157,0.048390592673486,1.62934390593783e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1658820,0.253905631932645,0.0483598746942401,1.51821325056096e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs16868443,0.251382326411293,0.0484192634608502,2.08289280257085e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs16916303,0.2556607997149,0.0482598350724371,1.17341339456425e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs16939574,0.250848445519421,0.0483970214100932,2.18183364531372e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs17024393,0.261646624310858,0.0483418866473342,6.2178419861001e-08,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs17115183,0.252632005450575,0.0484346209109117,1.8288882245515e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs17129181,0.252729108731104,0.0484087002203443,1.78212152453226e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs17193211,0.252585343135134,0.0484290693735259,1.83249944101977e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1726254,0.251134001429145,0.0484127189424279,2.13300898426572e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1730851,0.247144361419341,0.0481762374390319,2.8973376457781e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs17311369,0.251208578994136,0.0484127035999284,2.11542267852816e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs173942,0.251948254966314,0.0484260278895094,1.96366653436364e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs17399739,0.249846581692593,0.0484075351803189,2.45219953203184e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs17432805,0.252874352086408,0.0484056813831787,1.75038732738229e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs17639996,0.25237383128327,0.0484717331069744,1.9231270948025e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs17744603,0.24955533107861,0.0483557202331424,2.45866071498392e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs17770336,0.251027364190233,0.0485026305854289,2.27251241838845e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1778830,0.253795578163352,0.0483832568592929,1.55838017850647e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1782508,0.24899537462903,0.0483621725717273,2.62498815951892e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs17879604,0.251653020140368,0.0484256557833224,2.02870519274594e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1801282,0.256122366254672,0.0484406846392293,1.2410787850478e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1814592,0.252750298031438,0.0484401162165858,1.810717172347e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1818917,0.251980336929321,0.0484258700128917,1.95649727759228e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1854225,0.251695259086532,0.0484257855291343,2.01936328090605e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1861410,0.248751464286088,0.0484320881156503,2.80516415202128e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1865341,0.252299444406867,0.0484285330036119,1.89118517913046e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1881505,0.250815423183672,0.0483833634028905,2.17271652263332e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs190363243,0.253158112597607,0.0484250976121761,1.71512350115016e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1941681,0.250564503462016,0.0483976784017052,2.25239651829521e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1945160,0.25324882323067,0.048411892203947,1.68478448393821e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1956459,0.250281475922568,0.0483753010281732,2.29447813111628e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs1960268,0.250676505577681,0.0483839513715865,2.20717749893999e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2024608,0.252103574214559,0.0484258743700776,1.9298743394511e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2051559,0.250859580578094,0.048416917098719,2.20417790881584e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2058527,0.2526709863656,0.0484145217650963,1.79980100075627e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2066598,0.255429512217979,0.0482199225424635,1.17606048846196e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2076586,0.251163042184705,0.0484199707078286,2.13503804696519e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2081880,0.252092806713187,0.0484292570864615,1.93597428428067e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2095484,0.249038381498848,0.04831220950837,2.53940928055845e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2106373,0.253008159419327,0.0484020512697218,1.72077917594414e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2120450,0.251246188430802,0.0484268718704165,2.1238612279574e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2133561,0.254123409332268,0.048406689137639,1.52299056621258e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2143175,0.254187019018339,0.0483806597967777,1.48913919150571e-07,IHD
Leg fat mass (left) || id:ukb-b-7212,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-7212,finn-b-I9_IHD,,rs2151447,0.250749907153581,0.0484132158030747,2.2263774077829e-07,IHD
