exposure,outcome,id.exposure,id.outcome,samplesize,SNP,b,se,p
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs10050620,-1.30046979471334,1.42551496728193,0.36162097055701
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs13135442,0.0890844788112567,1.69260509741388,0.958025455470674
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs13177679,0.91031323386316,1.3531683206074,0.501120813583309
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1322842,1.17337010585252,1.16298629960604,0.313008891570108
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs13249935,0.562689049796609,1.57827416406366,0.721449874774551
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs13320698,-0.936930089179909,1.72870199552913,0.587829023334691
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs13330107,3.32263523198904,1.76423109663135,0.0596552087936773
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs13360957,0.335522430792907,1.73353255909668,0.846529514964004
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs13389219,0.913481540437386,1.03105837237487,0.37563643505875
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs13427822,1.47260946397016,1.16827017474966,0.207487533126618
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1350519,2.40729860295078,1.67286852069461,0.150143612446819
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1360201,3.48099712932748,1.67149201364183,0.0372905449333584
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1360827,0.0778578502513251,1.69730113547889,0.963412622431812
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1377184,-1.69639172894411,1.51299802851772,0.26219758140346
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs137984657,3.25662729991383,5.19222971260581,0.530520465385482
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1412239,-0.587120915595497,0.876767233955943,0.503085486811593
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs141412365,-0.0655744871528651,2.67398186501128,0.98043530965138
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1414595,1.876050288792,1.60994386484987,0.243901926538262
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1415476,0.184535892231039,1.83826138799381,0.920037804307304
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1421085,0.452919063363377,0.332140646466476,0.172682041418748
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1423534,2.08477530291785,1.83460226656771,0.255804407976616
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1427027,-0.300694173978785,1.74688996311485,0.863334426015487
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1444506,0.390318890533566,1.68137368229844,0.816427058747706
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1446585,1.60248580725223,1.11392306113874,0.150264881073092
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1450163,-0.893184681882706,1.83421854315199,0.626289142687671
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1452074,-0.704762536481826,1.52007605907845,0.642908296823688
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs145585494,1.23647604327666,2.97454142486367,0.677639586131934
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1456014,0.927699757138763,1.17659481393209,0.430426787356804
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs145828988,-0.147707869284444,1.46526206330168,0.919704105286698
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1477290,0.208913285318097,0.872212966203053,0.810701647151288
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs147730268,-0.471074144215305,0.937389963741566,0.615289079218992
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs148143761,-0.0861045399751656,1.10576356599686,0.937932376292346
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs148636479,-2.52862326333402,3.21012953319171,0.430871434626462
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs148930049,-0.433426169499672,1.92252399936488,0.821631996369319
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1504369,2.24572966925775,1.62574295075101,0.167169548432802
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1515720,0.406368608837705,1.77176713453239,0.818590834079056
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1516797,1.7264814855414,1.5620546773946,0.269045576986182
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1531592,2.41997908209862,1.82327191117019,0.184418482119343
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1554654,0.901653445870738,1.16074926364969,0.437285206504729
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1568489,-0.340072995022867,1.21768072411414,0.780030506643739
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1596032,1.13949436836561,1.39271533911352,0.41325337549364
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1668135,0.303083572264216,1.68514466178904,0.857265528360775
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs16871902,-0.0148293585709244,1.61640008423076,0.992680060842022
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs16916303,0.628026358903411,1.4835985000182,0.67206699573109
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs16941684,1.11328773135511,1.47724718199043,0.451075516414075
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs16996657,-1.82114444550944,1.15891010168783,0.116083133738655
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs17024393,1.0818219022934,0.751882084585148,0.150201934871965
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs17037390,-0.715980200760848,1.82574951194016,0.69494231503817
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs17095778,-0.0493274206198484,2.01009239025882,0.980421975796793
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs17193211,-0.258421304252323,1.38255397774993,0.851726582032092
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1724557,2.99180849089844,1.13626176135167,0.00846274892368552
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1728380,-0.162412684725973,1.65365642630082,0.921762138948745
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs17446091,-0.136838840336441,1.41400135014322,0.922905718287002
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs17522122,1.80887582478571,1.13054739049107,0.109598583399116
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs17704679,-1.52557240748039,1.74805171690461,0.382811748670737
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1776209,-0.664240957097415,1.65322193766468,0.687841736597401
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs17781552,0.415310110576317,1.63157543440696,0.799074192526507
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs17820064,-2.05594272881588,1.21247904519911,0.0899517708216063
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1782508,0.811659488553065,1.45845064349379,0.577854237452144
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1801282,0.37769989547375,0.636819591205741,0.553111922884147
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1808629,1.58301798609959,0.912119887228814,0.0826457001549463
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1822186,-0.750278291999124,1.66898640465111,0.653041233385682
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1854225,0.179805450502556,1.79805450502556,0.920344325445942
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1861410,0.211231769258096,1.06576029034767,0.842889997154009
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1863366,-1.1637455560491,1.80298607275213,0.518632665552959
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1865454,-0.476046462134704,1.56815305173785,0.761454421597889
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1886558,1.46909232384063,1.1144838318791,0.187442790475691
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1887340,-1.19788023114297,1.13079893819896,0.28945314355759
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1907721,-1.14803139008127,1.57029580942151,0.464722693558552
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1918898,1.29743652171684,1.77796856679716,0.465555404903429
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1928496,-0.562196709669783,1.16384582001815,0.629059633003719
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1928957,-1.55238458859711,1.63629726906181,0.342764082783861
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs197374,0.897651771921163,1.57812972805495,0.569486893301932
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs1981612,-1.78806636319586,1.50142977062248,0.233689275300012
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2034768,-0.476839237057221,1.07045543012845,0.6559913014064
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2034946,3.11282494956891,1.63949499123203,0.0576106874790983
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2035936,2.48536797974347,1.34905151301316,0.0654301552275135
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs207466,0.334343328805767,1.57419983979382,0.831803269909901
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs208477,1.39814202459842,1.37594929404924,0.309567945539029
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2088518,-0.541260112055472,0.885033426469082,0.540822127667712
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2108635,0.134046950553736,1.35265559195133,0.921059587382987
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs215669,1.59090363326369,1.22069335382497,0.192479634137958
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2165468,-1.60411342050811,1.43185963038643,0.262585621777333
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2172131,0.418644763172657,1.14080697964549,0.713639548038236
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2174267,0.698391371873452,1.81249189367158,0.699999529956414
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2192158,-3.82614018977655,1.48946171673444,0.010204917540676
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2209514,-0.766782523309617,1.63656568407873,0.639404572615755
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2216931,0.519958403327734,1.23990080793537,0.674956824198369
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs222857,1.72005142662231,1.6180144775854,0.287753353649846
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2241743,-0.131657624347883,1.21783302521792,0.913909936512377
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2254614,0.956153530938396,1.01591312662205,0.346614432503051
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2287821,0.459316302796943,1.06522291499717,0.666328290097833
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2289379,-2.45065899080143,1.17158697367261,0.0364615010527638
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2301597,0.205706292555489,1.3189403463852,0.876061947349221
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2304616,0.264982789367831,1.78863382823286,0.882225851923449
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2307111,-0.113593604680057,0.780956032175388,0.884352001477485
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2326844,-1.85127868397227,1.735573766224,0.286122384391018
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2339683,2.10514308232354,1.5970050969351,0.187442790475691
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2447097,2.93708532232861,1.81505272728173,0.105623420003341
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2450444,-1.27419279886192,1.73889840785862,0.463705663254147
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2503185,1.04337026193622,1.38277986521668,0.450521762224724
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2521763,0.494280468860331,1.60994209857365,0.758830018627803
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2543112,1.70673108482454,1.80519633971826,0.344426866305938
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2605091,0.283975659229209,0.941176470588235,0.76286236593657
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2613498,1.6701952481769,0.923312161844272,0.0704638682441878
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2618062,-1.34528025629153,1.470422605714,0.360247481293129
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs262956,-1.1755464955356,1.46943311941949,0.423710797166793
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2656512,0.978542872409598,1.53219212916766,0.523047092333428
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2660241,-1.14233493260224,1.40028153028662,0.414620554697132
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2676161,2.69064817957047,1.87860571096136,0.152069979774416
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs271590,2.61693813205976,1.53493486591967,0.0882097126839601
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2722217,0.129277802484202,1.42205582732622,0.927564826606211
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2725370,0.00975000975000975,1.20900120900121,0.993565516836334
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2726036,-1.30714285714286,0.785714285714286,0.0961851203898962
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2727340,-0.0301053687907677,1.10386352232815,0.97824220925832
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2733296,-0.499452773482966,1.19434358876362,0.675814188135396
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs274111,-2.04970671891201,1.59717406668468,0.199375319259044
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2777657,0.53786809439149,1.58453033212628,0.734271103025853
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2777770,-0.486278002574714,1.72756658809438,0.778341129777033
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2794665,1.31072467024575,1.52472053477567,0.389982487998485
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2798297,1.80729859464461,1.46993619031095,0.218881326542939
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2802295,1.58712397150941,1.25599738752543,0.206360575453439
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2823093,-0.330490116843279,1.95289614498301,0.865615128476758
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs28431181,2.39239684612074,1.07949613788375,0.026676697809209
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs28450038,-2.26490830427803,1.83507169178731,0.217115634158075
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs28457808,0.781280827052835,1.03381604387799,0.44981397737873
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs28475375,2.1749758058884,1.80582853608165,0.228427328368847
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2848758,1.04961544261801,1.62871361785553,0.519287272066116
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2861685,-0.469646516540149,1.26002723949796,0.709351436107037
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs28670671,-1.36254560559199,1.57420317539269,0.386739059729972
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs28711392,1.28544562294963,1.18822704642403,0.279333325944732
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs28726372,0.8215016038239,1.46606440067035,0.575244256418445
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs28811003,2.71455738911723,1.76369547880498,0.123772456315895
Leg fat percentage (right) || id:ukb-b-20531,Depression || id:finn-b-F5_DEPRESSIO,ukb-b-20531,finn-b-F5_DEPRESSIO,,rs2917705,-2.14742427247012,1.8083572820801,0.235030456586428
