exposure,outcome,id.exposure,id.outcome,samplesize,SNP,b,se,p,outcome_code
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs1002655,0.0711842202894733,0.0181548756858264,8.82033774834888e-05,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs28427480,0.0698106051545014,0.0182550016457392,0.000131202406724121,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs28526655,0.069108774781676,0.0182443037197058,0.000151886546016211,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs28537125,0.0693681997950819,0.01821339879438,0.000139735686223854,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs2883027,0.0680789997773167,0.0182556393212959,0.000192085741677924,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs2921036,0.0687088576518138,0.0182537684090991,0.000167155559477449,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs2924441,0.0675144655920383,0.0182050038906249,0.000208436011658562,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs2938676,0.068781494299599,0.0182465463385317,0.000163534045782685,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs297343,0.0691194879213776,0.0182468852005427,0.000151855245508608,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs3125742,0.0695815957778841,0.0181801663268761,0.000129537904375115,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs326740,0.0674606506262316,0.0182226867453918,0.000213894387768146,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs34021161,0.0682037329220708,0.0182586890789235,0.000187407837561453,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs34626331,0.0687445771669556,0.01823988643551,0.000163958864701535,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs34668726,0.066180409536399,0.0181360304663358,0.000263148188586814,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs34877290,0.0688084971258428,0.0182457357230509,0.000162458020815291,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs35267052,0.0668902549362427,0.0181751912360971,0.000232954758323197,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs35393992,0.0696717462537601,0.0182007755888688,0.000129212478122633,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs35627347,0.0695789503674406,0.0182191041075302,0.000133988045754383,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs35641442,0.0686356754191449,0.0182903917484957,0.000175042389654161,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs36006259,0.0682917418874922,0.0182651171771949,0.000184815341698641,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs3772912,0.0689786072386826,0.0182527874570793,0.000157413587916756,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs3783436,0.0694763381492944,0.0182091414018297,0.000135926829693949,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs3785232,0.0687798911420073,0.0182674410714298,0.000166440544850294,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs3815068,0.0678271319714964,0.0182491148304144,0.000201813568660283,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs3819227,0.0679046760550596,0.0182278002519343,0.000195055421325553,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs3849470,0.0684744798887252,0.0182599514467645,0.000176847625682509,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4132462,0.0683261451153512,0.0182552631963051,0.000181967337438598,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4140799,0.0680234922285877,0.0182611038840796,0.000195277902853138,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4267163,0.068450661281832,0.0182511379329567,0.000176491234665577,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4460269,0.0673119898447894,0.0182107445246555,0.000218782664362609,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4523180,0.0690119026141203,0.0182150894839858,0.000151424499948193,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4558156,0.0680935140709519,0.0182403607755089,0.000189120027414794,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4578918,0.068758230767998,0.0182607089949734,0.000166306097570445,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4585149,0.069266767137198,0.0182512200548597,0.000147533060010471,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs463291,0.068141003456249,0.0182443352951341,0.000187780158048103,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4673866,0.0692958166769671,0.0182490073951481,0.000146317541366549,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4719777,0.0681576671085224,0.0182545676698277,0.000188663095724908,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4731328,0.0688512225407833,0.0182750066272833,0.000164885660531357,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4804992,0.0690190130577905,0.0182401813208317,0.000154390183721394,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4851042,0.0674561909170053,0.018214753817496,0.000212744183984888,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4880021,0.0674689129217096,0.0182071518554613,0.000210868462405499,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4881212,0.0692938455276229,0.018224319355267,0.000143374356256572,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs488251,0.0677794325794008,0.0182307947250382,0.000200922349455503,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs4899292,0.0673378788611548,0.0182436014074475,0.000223338222839261,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs5019341,0.069060820143381,0.0182292065948701,0.000151577295170984,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs502652,0.0687931957352066,0.0182486719397349,0.000163401654699553,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs506022,0.068207668999253,0.0182402433015175,0.000184455857798327,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs528199,0.0705224732797743,0.0180720242228309,9.52826732736146e-05,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs544346,0.0686117534013708,0.018240928211836,0.000168952896821629,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs55970317,0.0694577226672787,0.018259159045612,0.000142381906672644,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs56116032,0.0657208223638726,0.0181167981165028,0.000286048091084484,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs56226325,0.0672105281276558,0.0182450140020827,0.000229805024202215,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs56688804,0.0693061252214157,0.0182250587771605,0.000143073920993192,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs56794017,0.0676849390762943,0.0182365001427838,0.000206027132634096,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs57351360,0.0686992554944392,0.0182508662551977,0.000167107126360529,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs57506932,0.0671578735945182,0.018235920763391,0.000230754428293867,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs57838764,0.0671838962536414,0.0182381251468162,0.00022986709481744,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs58547189,0.0675784699747474,0.0182126831102101,0.000206836420063976,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs58715131,0.0682901216836318,0.0182439744986627,0.000181720192945977,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs59970005,0.0693514016520725,0.0182371465097767,0.000143095803419842,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs6019826,0.0686315705352725,0.0182398897948421,0.00016807636061009,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs605437,0.0685485625153215,0.0182390942923342,0.000171050171473666,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs61038084,0.0678011753470116,0.0182461741949775,0.000202472148644099,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs61864490,0.0680251658881074,0.0182517207557388,0.000193730245843167,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs61952255,0.0690086452967775,0.018229525089014,0.000153373505625571,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs62212171,0.0693765212089425,0.018183870866562,0.00013602974146925,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs62289333,0.0716631725826911,0.0178506760778295,5.95488377013496e-05,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs62400577,0.0681480582054248,0.0182406252064776,0.000186926573390757,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs62523710,0.0678546786993333,0.0182398851596064,0.000199123079827528,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs6417358,0.0693114726504218,0.0182138160008042,0.000141555822131178,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs6447129,0.068905642658685,0.0182397474687144,0.000158236409837826,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs6503091,0.0704115182744631,0.018148719616312,0.000104587016508393,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs6530964,0.0676885700751327,0.0182570028714607,0.00020928229305142,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs6589797,0.0679678363996554,0.0182412348406457,0.000194500314971149,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs6606710,0.0702640900553926,0.0182416797926967,0.00011723208831686,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs663142,0.0698925963941716,0.0181803193687882,0.000120842964416998,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs66511537,0.0691277228563908,0.0182318377350724,0.000149683595390672,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs6670617,0.0699287642985422,0.018179474330923,0.000119779056786282,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs66814151,0.0663109562597688,0.018210234184549,0.000271147331761288,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs6686425,0.0676446071678391,0.0182240542499301,0.000205765465467262,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs674094,0.070469651543848,0.0182311516316011,0.000110933259536213,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs6914,0.0685355740621472,0.0182286977872686,0.000170074750889249,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs6916891,0.0674303681876956,0.0182306440297526,0.000216674477256669,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs6924555,0.067610262085547,0.0182253674156232,0.00020752222457414,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7027172,0.0696645844899042,0.0182247933315274,0.000132096304977425,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs703409,0.0661819643646536,0.018167962819701,0.000269705144108568,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7093157,0.0713894256103398,0.0180569901149796,7.69963780807899e-05,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7107356,0.0659382013285749,0.0181715217965236,0.00028490058809094,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7111031,0.0645498735924182,0.0180734997654704,0.000354914861296898,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7193453,0.0697890457387043,0.0182059401916645,0.00012642952485354,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7199186,0.0696256661532358,0.0182120866746186,0.000131812559120486,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7235757,0.0667916049297708,0.0182456535031981,0.000251541056770895,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs72686169,0.0688360706702815,0.0182350129056076,0.0001600464959026,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs72743374,0.068210097099111,0.0182447829301311,0.000185041768237322,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs72809898,0.0692584639407346,0.0182291864917233,0.000145095218818492,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs72932350,0.0683557296939711,0.0182429308364579,0.000178982890504623,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs73022108,0.0685368393402752,0.0182307237174933,0.000170311757372788,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs73118254,0.0700309624086564,0.0181226441890677,0.000111417585961742,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7338774,0.068655728104304,0.0182504469208222,0.000168650684514994,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs739954,0.0678269855647382,0.0182385773336262,0.000200112204359886,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs74857545,0.0681716040486993,0.0182275240893854,0.000183993589290344,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7502590,0.0727221736208213,0.0180142543377294,5.4156629633718e-05,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs753044,0.0660922876917653,0.0181057570845992,0.000261886741472589,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7582403,0.0698205825336612,0.0182779352392198,0.000133485130063184,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7629299,0.0674354423703082,0.0182156078316184,0.000213848192988084,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs76293750,0.0691788965509777,0.0182382804916767,0.000148802040483851,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs76508707,0.068468927387563,0.0182498324878448,0.000175599983403828,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7651456,0.0677337784711037,0.0182222444623873,0.000201528224695868,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs76537944,0.066434676267997,0.0181516346056709,0.000252231862995252,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs767350,0.0675026043837044,0.018266227391078,0.000219465780181142,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7690592,0.0692341008729715,0.0182152602463703,0.000144180483538848,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7696796,0.0682072575124734,0.0182636376017525,0.000188018825207496,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs77087420,0.0687299541639031,0.0182442270058945,0.000165077793309973,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs77335224,0.0659050127576072,0.0181247217008564,0.000276695478856923,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7841297,0.0667495889524303,0.0181418024186124,0.000233852006612601,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7869969,0.0698319641843471,0.0182276000425348,0.000127565788788477,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7895261,0.0689656354897183,0.0182269703739262,0.000154505613127005,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7958127,0.0682871611005112,0.0182486887646209,0.000182538909701968,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7966125,0.0674974317335595,0.0182225678419725,0.000212178468168123,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs7967341,0.0686241781544688,0.0182498673795223,0.000169739384824464,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs8139280,0.0677165621828774,0.0182277030808914,0.000203175249760243,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs836927,0.0687110514376552,0.0182736488405733,0.000169834138868467,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs872576,0.0668180783044956,0.01818914849777,0.00023923825055752,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs873102,0.0705847409505479,0.0180714179049131,9.3884144972863e-05,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs877995,0.0647344710055253,0.017959598666899,0.0003128149564483,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs904521,0.0682923982971392,0.0182487041427799,0.000182332794884553,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs910187,0.0681809594507959,0.0182554402991577,0.000187842303952767,IHD
Neuroticism score || id:ukb-b-4630,"Ischaemic heart disease, wide definition || id:finn-b-I9_IHD",ukb-b-4630,finn-b-I9_IHD,,rs9298995,0.0696097829984523,0.0182162776315184,0.000132752373955557,IHD
